YEAR;MO;DY;T2M;TS;PRECTOTCORR;QV2M;RH2M;WS10M;ALLSKY_SFC_UV_INDEX;PS;;T2M;TS;PRECTOTCORR;T2M;TS;PRECTOTCORR;QV2M;QV2M_PRED
2011;10;17;27.69;28.33;61.31;18.49;79.81;4.6;1.93;100.76;;;;;;;;;
2011;10;18;26.66;27.72;92.49;18.49;84.88;5.57;1.32;100.98;;;;;;;;;
2011;10;19;26.36;27.91;37.88;18.13;85;5.45;1.21;101.12;;;;;;;;;
2011;10;20;26.3;27.75;43.51;17.82;83.81;5.65;1.91;101.13;;;;;;;;;
2011;10;21;26.29;27.59;18.94;17.64;83;5.42;1.93;101.01;;;;;;;;;
2011;10;22;27.01;27.9;2.06;17.4;78.19;5.49;2.46;100.88;;;;;;;;;
2011;10;23;27.33;28.21;0;16.91;74.62;4.2;2.39;100.96;;;;;;;;;
2011;10;24;27.26;28.64;0.36;17.4;77.06;3.52;2.38;101.02;;;;;;;;;
2011;10;25;27.78;28.82;10.65;18.92;81.12;4.87;2.24;100.8;;;;;;;;;
2011;10;26;27.87;28.49;14.41;18.98;81;3.38;2.06;100.56;;;;;;;;;
2011;10;27;27.6;28.55;9.33;19.41;83.81;2.83;1.91;100.52;;;;;;;;;
2011;10;28;28.48;28.68;8.39;20.45;84.12;3.38;1.34;100.51;;;;;;;;;
2011;10;29;27.62;28.22;11.96;19.9;86;4.52;1.82;100.62;;;;;;;;;
2011;10;30;26.76;27.78;8.75;18.43;84;4.03;0.62;100.82;;;;;;;;;
2011;10;31;26.15;27.77;7.61;17.33;81.81;2.11;1.05;100.84;;;;;;;;;
2011;11;1;27.94;28.42;2.39;18.74;79.94;4.86;1.45;100.72;;;;;;;;;
2011;11;2;28.14;28.48;0.93;19.84;83.31;5.74;2.2;100.7;;;;;;;;;
2011;11;3;28.36;28.6;0.95;20.02;82.94;5.09;2.02;100.63;;;;;;;;;
2011;11;4;28.18;28.77;2.92;20.02;83.75;3.8;1.79;100.64;;;;;;;;;
2011;11;5;28;28.86;2.53;19.71;83.38;3.52;2.12;100.69;;;;;;;;;
2011;11;6;28.68;28.91;2.76;20.14;82;5.41;2.06;100.68;;;;;;;;;
2011;11;7;28.53;28.86;5.59;20.26;83.19;5.25;1.95;100.65;;;;;;;;;
2011;11;8;28.32;28.64;6.17;20.02;83.12;2.98;1.55;100.63;;;;;;;;;
2011;11;9;27.9;28.65;8.89;19.29;82.19;2.82;1.73;100.68;;;;;;;;;
2011;11;10;27.56;28.63;5.45;19.23;83.56;2.16;1.96;100.71;;;;;;;;;
2011;11;11;27.58;28.39;9.14;19.53;84.69;3.21;1.84;100.76;;;;;;;;;
2011;11;12;27.9;28.36;19.95;19.59;83.56;2.52;1.77;100.85;;;;;;;;;
2011;11;13;27.08;27.98;21.68;19.35;86.62;3.55;1.55;100.83;;;;;;;;;
2011;11;14;27.28;28.44;25.55;18.68;82.5;3.3;1.79;100.83;;;;;;;;;
2011;11;15;28;28.44;17.83;19.65;83.19;3.51;2.02;100.69;;;;;;;;;
2011;11;16;28.3;28.4;22.64;19.78;82.12;5.52;1.9;100.63;;;;;;;;;
2011;11;17;28.11;28.35;13.28;18.68;78.62;3.14;1.7;100.69;;;;;;;;;
2011;11;18;27.52;28.03;10.51;18.55;80.88;2.16;1.7;100.81;;;;;;;;;
2011;11;19;27.65;28.28;7.06;18.8;81.31;2.23;1.64;100.86;;;;;;;;;
2011;11;20;27.69;28.15;14.18;18.8;81.31;3.34;1.88;100.87;;;;;;;;;
2011;11;21;27.93;28.27;10.15;18.86;80.44;6.73;1.88;100.86;;;;;;;;;
2011;11;22;28.01;28.83;0.5;18.13;77.12;4.34;2.02;100.88;;;;;;;;;
2011;11;23;27.75;28.58;0.94;18.74;80.88;3.08;1.99;100.93;;;;;;;;;
2011;11;24;27.8;28.4;1.92;19.29;82.81;2.18;-999;100.92;;;;;;;;;
2011;11;25;27.69;28.45;2.16;19.1;82.56;3.21;1.41;100.84;;;;;;;;;
2011;11;26;27.68;28.57;3.46;18.74;80.81;3.02;1.69;100.76;;;;;;;;;
2011;11;27;27.3;28.34;17.28;19.17;84.44;4.26;0.82;100.62;;;;;;;;;
2011;11;28;27.53;28.37;33.55;19.1;83.12;4.08;1.66;100.56;;;;;;;;;
2011;11;29;27.46;28.29;45.93;19.23;84.06;4.6;1.04;100.72;;;;;;;;;
2011;11;30;27.48;28.13;23.11;18.98;82.88;6.48;1.45;100.77;;;;;;;;;
2011;12;1;27.46;27.97;5.37;18.13;79.38;6.67;1.8;100.89;;;;;;;;;
2011;12;2;27.83;28.15;4.69;19.04;81.62;8.1;1.89;100.82;;;;;;;;;
2011;12;3;28.11;28.39;1.64;19.59;82.44;9.01;1.93;100.7;;;;;;;;;
2011;12;4;27.73;28.23;0.55;18.68;80.25;8.95;1.97;100.62;;;;;;;;;
2011;12;5;27.77;28.12;0.7;18.86;80.81;8.64;1.94;100.57;;;;;;;;;
2011;12;6;27.62;28.03;3.03;18.74;81.19;8.41;1.8;100.62;;;;;;;;;
2011;12;7;27.59;27.89;4.43;18.37;79.81;8.36;1.36;100.72;;;;;;;;;
2011;12;8;27.38;27.83;5.5;18.62;81.69;5.81;1.68;100.76;;;;;;;;;
2011;12;9;27.92;28.66;3.71;19.1;81.56;5;1.48;100.67;;;;;;;;;
2011;12;10;27.88;28.55;5.17;19.53;83.5;4.68;1.74;100.66;;;;;;;;;
2011;12;11;27.6;27.92;5.3;19.29;83.56;4.29;1.45;100.68;;;;;;;;;
2011;12;12;27.23;27.68;9.83;19.17;85.06;3.15;1.22;100.77;;;;;;;;;
2011;12;13;27.29;27.66;10.59;19.53;86.25;5.73;1.6;100.77;;;;;;;;;
2011;12;14;27.36;27.68;14.35;19.59;85.94;6.45;1.46;100.72;;;;;;;;;
2011;12;15;27.02;27.6;10.18;19.1;85.75;5.16;1.15;100.75;;;;;;;;;
2011;12;16;26.98;27.47;24.28;19.1;85.94;5.64;1.42;100.8;;;;;;;;;
2011;12;17;27.23;27.64;19.51;18.74;83.19;7.44;1.29;100.84;;;;;;;;;
2011;12;18;26.97;27.4;10.64;18.74;84.44;7.38;1.8;100.84;;;;;;;;;
2011;12;19;27.22;27.65;6.27;18.31;81.38;7.9;1.9;100.81;;;;;;;;;
2011;12;20;26.89;27.56;0.63;17.94;81.38;4.95;1.92;100.77;;;;;;;;;
2011;12;21;27.51;28.23;0.87;19.1;83.56;6.04;1.96;100.64;;;;;;;;;
2011;12;22;27.61;28.1;0.02;19.59;84.94;5.41;2.02;100.64;;;;;;;;;
2011;12;23;27.12;27.5;0.04;19.41;86.44;7.54;1.93;100.67;;;;;;;;;
2011;12;24;26.83;27.4;0;18.37;83.56;6.9;1.74;100.74;;;;;;;;;
2011;12;25;26.96;27.69;0;18.19;82.44;5.78;1.97;100.8;;;;;;;;;
2011;12;26;26.97;27.92;0;17.82;80.81;5.77;1.93;100.79;;;;;;;;;
2011;12;27;26.8;27.86;0.02;18.07;82.69;6.5;1.91;100.89;;;;;;;;;
2011;12;28;26.82;27.68;0.1;18.68;85;6.69;1.82;100.9;;;;;;;;;
2011;12;29;27;27.58;0.36;18.86;84.81;5.83;1.75;100.8;;;;;;;;;
2011;12;30;27.13;28.06;0.1;19.1;85.31;6.98;1.76;100.78;;;;;;;;;
2011;12;31;27.13;28.08;0.04;18.92;84.62;7.14;1.88;100.75;;;;;;;;;
2012;1;1;27.04;27.94;0.01;18.19;81.88;6.02;2.02;100.76;;;;;;;;;
2012;1;2;26.89;27.9;0;18.07;82.19;6.94;1.83;100.86;;;;;;;;;
2012;1;3;26.46;27.43;0.13;18.01;83.81;9.77;1.84;101.04;;;;;;;;;
2012;1;4;26.36;27.13;0.13;17.94;84.06;9.38;1.83;101.04;;;;;;;;;
2012;1;5;26.3;27.14;0.06;17.76;83.56;8.98;1.97;100.96;;;;;;;;;
2012;1;6;26.49;27.34;0.01;17.64;82;7;1.88;100.93;;;;;;;;;
2012;1;7;26.44;27.3;0.02;17.94;83.81;6.94;1.96;100.92;;;;;;;;;
2012;1;8;26.3;27.41;0;18.01;84.62;7.27;1.98;100.95;;;;;;;;;
2012;1;9;26.31;27.57;0;17.33;81.44;7.38;1.95;100.92;;;;;;;;;
2012;1;10;26.87;27.92;0;18.19;82.56;5.86;1.95;100.81;;;;;;;;;
2012;1;11;26.98;27.92;0;18.43;83.12;5.55;1.98;100.67;;;;;;;;;
2012;1;12;26.89;27.59;0;18.49;83.62;6.78;1.93;100.64;;;;;;;;;
2012;1;13;27.15;28.02;0;18.25;81.56;6.23;1.91;100.73;;;;;;;;;
2012;1;14;27.4;28.21;0;18.55;81.88;6.27;2.02;100.86;;;;;;;;;
2012;1;15;26.98;27.58;0;18.49;83.56;8.7;1.7;101.02;;;;;;;;;
2012;1;16;26.65;27.67;0;17.21;79.44;10.04;2.07;101.01;;;;;;;;;
2012;1;17;26.84;27.69;0;17.33;79.06;8.99;2.14;100.91;;;;;;;;;
2012;1;18;26.32;27.59;0;17.15;80.69;6.99;2.16;100.86;;;;;;;;;
2012;1;19;26.19;27.4;0.01;17.03;80.75;7.98;2.2;100.83;;;;;;;;;
2012;1;20;26.28;27.5;0;16.66;78.75;8.04;2.12;100.78;;;;;;;;;
2012;1;21;26.12;27.47;0;16.54;78.94;6.96;2.14;100.83;;;;;;;;;
2012;1;22;26.3;27.55;0;16.97;80.19;6.44;2.11;100.82;;;;;;;;;
2012;1;23;26.29;27.62;0;17.09;80.75;6.32;2.06;100.77;;;;;;;;;
2012;1;24;26.64;27.94;0.01;17.4;80.31;7.95;2.08;100.85;;;;;;;;;
2012;1;25;26.27;27.32;0.01;17.21;81.19;7.23;2;100.9;;;;;;;;;
2012;1;26;26.44;27.91;0.03;16.78;78.38;7.48;2.2;100.77;;;;;;;;;
2012;1;27;26.7;28.03;0;16.85;77.44;7.45;2.17;100.77;;;;;;;;;
2012;1;28;26.8;28.06;0;17.21;78.62;7.65;2.15;100.78;;;;;;;;;
2012;1;29;26.61;27.72;0;16.85;77.94;7.97;2.18;100.81;;;;;;;;;
2012;1;30;26.62;27.73;0;16.72;77.12;8.63;2.18;100.76;;;;;;;;;
2012;1;31;26.53;27.62;0;16.6;77;9.57;2.09;100.72;;;;;;;;;
2012;2;1;26.41;27.56;0;16.54;77.25;8.55;2.23;100.63;;;;;;;;;
2012;2;2;26.2;27.52;0;16.42;77.62;7.27;2.23;100.57;;;;;;;;;
2012;2;3;26.3;27.53;0;16.66;78.31;6.79;2.04;100.55;;;;;;;;;
2012;2;4;26.47;27.52;0;17.46;81.25;6.36;2.11;100.56;;;;;;;;;
2012;2;5;27.02;28.23;0.01;17.7;79.81;4.55;2.04;100.61;;;;;;;;;
2012;2;6;26.94;27.77;0.01;18.19;82.31;4.83;1.93;100.73;;;;;;;;;
2012;2;7;26.83;27.94;0.01;18.25;83.19;6.83;2.15;100.7;;;;;;;;;
2012;2;8;26.94;28.28;0.01;17.76;80.5;8.98;2.27;100.68;;;;;;;;;
2012;2;9;26.4;27.55;0.03;17.7;82.75;9.2;2.24;100.78;;;;;;;;;
2012;2;10;26.9;28.33;0.1;17.88;81.31;6.59;2.35;100.82;;;;;;;;;
2012;2;11;26.99;28.24;0.03;17.7;80.12;6.1;2.12;100.82;;;;;;;;;
2012;2;12;26.36;27.87;0;16.91;79.31;9.28;2.38;100.89;;;;;;;;;
2012;2;13;26.48;27.93;0.07;16.91;78.81;9.17;2.57;100.88;;;;;;;;;
2012;2;14;26.24;27.87;0;16.3;77.19;8.41;2.48;100.94;;;;;;;;;
2012;2;15;26.62;28.12;0;16.72;77.75;7.18;2.4;100.97;;;;;;;;;
2012;2;16;26.61;28.05;0;16.24;75.44;8.35;2.52;100.97;;;;;;;;;
2012;2;17;26.24;27.99;0;16.17;76.75;7.01;2.42;100.9;;;;;;;;;
2012;2;18;26.58;28.19;0;16.78;77.88;6.01;2.44;100.86;;;;;;;;;
2012;2;19;26.8;28.46;0;16.91;77.44;6.69;2.31;100.83;;;;;;;;;
2012;2;20;26.55;28.35;0;16.54;76.88;8.51;2.45;100.89;;;;;;;;;
2012;2;21;26.62;28.36;0;16.36;75.88;8.95;2.43;100.96;;;;;;;;;
2012;2;22;26.76;28.48;0;16.54;76.12;8.57;2.61;100.82;;;;;;;;;
2012;2;23;26.84;28.66;0;16.85;76.94;7.58;2.38;100.71;;;;;;;;;
2012;2;24;27.3;29.08;0;16.97;75.69;7.03;2.48;100.73;;;;;;;;;
2012;2;25;27.04;28.9;0;17.33;78.25;7.84;2.3;100.75;;;;;;;;;
2012;2;26;27.31;29.19;0;16.36;72.81;8.44;2.57;100.79;;;;;;;;;
2012;2;27;27.44;29.25;0;16.11;71.44;8.92;-999;100.8;;;;;;;;;
2012;2;28;27.08;28.51;0;16.11;72.62;9.39;2.43;100.81;;;;;;;;;
2012;2;29;26.98;28.99;0;16.24;73.62;8.27;2.41;100.84;;;;;;;;;
2012;3;1;27.17;29.26;0;16.72;75.06;8.55;2.48;100.73;;;;;;;;;
2012;3;2;27.78;29.6;0;17.15;74.31;7.32;2.38;100.64;;;;;;;;;
2012;3;3;27.5;28.69;0.04;18.13;79.38;5.16;2.34;100.55;;;;;;;;;
2012;3;4;27.61;28.22;0.04;18.19;79.12;4.74;2.18;100.67;;;;;;;;;
2012;3;5;27.26;28.22;0.04;18.01;80;8.03;1.86;100.71;;;;;;;;;
2012;3;6;27.62;28.9;0.01;16.91;74;10.04;2.44;100.66;;;;;;;;;
2012;3;7;27.52;29.19;0;15.99;70.25;10.01;2.51;100.6;;;;;;;;;
2012;3;8;27.28;28.87;0;15.81;70.62;9.74;2.5;100.55;;;;;;;;;
2012;3;9;27.25;29.04;0;16.42;73.31;8.24;2.4;100.66;;;;;;;;;
2012;3;10;26.76;28.69;0;17.15;78.81;8.91;2.38;100.76;;;;;;;;;
2012;3;11;26.88;28.51;0;17.33;79;9.66;2.45;100.76;;;;;;;;;
2012;3;12;27.15;28.8;0;17.33;77.62;9.96;2.54;100.65;;;;;;;;;
2012;3;13;27.44;29.08;0;17.21;75.94;8.94;2.49;100.64;;;;;;;;;
2012;3;14;27.6;29.48;0;17.33;75.94;8.48;2.46;100.64;;;;;;;;;
2012;3;15;27.5;29.33;0;17.52;76.94;8.05;2.57;100.68;;;;;;;;;
2012;3;16;27.33;28.88;0.02;17.64;78.25;8.94;2.16;100.72;;;;;;;;;
2012;3;17;26.9;27.97;0.26;17.94;81.5;8.82;1.98;100.85;;;;;;;;;
2012;3;18;27.17;28.68;0.1;17.82;79.69;8.85;1.97;100.81;;;;;;;;;
2012;3;19;26.78;28.32;0.03;16.78;76.62;9.27;1.7;100.76;;;;;;;;;
2012;3;20;27.1;28.87;0.01;17.03;76.56;7.82;2.25;100.66;;;;;;;;;
2012;3;21;27.08;29.07;0.13;17.15;77.25;7.07;2.31;100.69;;;;;;;;;
2012;3;22;26.95;28.9;0.23;17.33;78.56;8.18;-999;100.72;;;;;;;;;
2012;3;23;26.89;28.9;0.03;17.27;78.62;8.9;2.51;100.74;;;;;;;;;
2012;3;24;27;29.12;0.08;17.09;77.31;8.33;2.37;100.81;;;;;;;;;
2012;3;25;27.28;29.48;0.44;17.64;78.44;7.25;2.55;100.83;;;;;;;;;
2012;3;26;27.5;28.98;0.87;18.07;79.25;6.84;2.48;100.82;;;;;;;;;
2012;3;27;27.28;28.98;0.05;18.13;80.56;7.58;2.64;100.85;;;;;;;;;
2012;3;28;27.69;29.31;0.02;17.88;77.69;9.46;2.66;100.7;;;;;;;;;
2012;3;29;27.85;29.72;0;18.01;77.56;7.59;2.73;100.6;;;;;;;;;
2012;3;30;28.33;29.63;0.01;18.19;76.44;5.7;2.36;100.64;;;;;;;;;
2012;3;31;28.28;29.47;0.14;18.62;78.31;4.62;2.62;100.66;;;;;;;;;
2012;4;1;27.94;28.51;1.18;19.35;82.25;2.48;2.19;100.62;;;;;;;;;
2012;4;2;27.75;28.62;0.9;18.8;80.81;2.81;2.16;100.61;;;;;;;;;
2012;4;3;27.33;28.26;1.28;18.92;83.38;5.36;1.84;100.65;;;;;;;;;
2012;4;4;27.66;28.3;1.23;18.43;79.94;4.35;2.4;100.67;;;;;;;;;
2012;4;5;27.76;28.91;2.56;18.19;78.38;4.47;2.23;100.69;;;;;;;;;
2012;4;6;27.42;28.94;3.85;18.37;80.94;4.95;1.94;100.85;;;;;;;;;
2012;4;7;27.3;28.89;1.35;18.43;81.75;5.21;1.95;100.94;;;;;;;;;
2012;4;8;27.4;28.94;0.88;17.94;78.94;7.88;1.83;100.92;;;;;;;;;
2012;4;9;27.15;28.97;0.52;16.66;74.75;7.5;2.46;100.84;;;;;;;;;
2012;4;10;27.28;29.15;0.2;17.09;75.88;7.05;2.5;100.85;;;;;;;;;
2012;4;11;27.26;29.36;0.59;17.15;76.38;6.14;2.41;101.02;;;;;;;;;
2012;4;12;27.71;29.69;0.79;17.4;75.5;5.57;1.9;101.08;;;;;;;;;
2012;4;13;27.69;29.28;1.72;18.01;78.06;6.5;2.35;101.01;;;;;;;;;
2012;4;14;27.88;29.31;0.65;18.01;77.19;7.62;2.04;100.97;;;;;;;;;
2012;4;15;28.27;29.91;0.61;17.76;74.69;7.11;2.66;100.84;;;;;;;;;
2012;4;16;28.29;30.08;0.7;18.01;75.62;6.58;2.74;100.78;;;;;;;;;
2012;4;17;28.23;29.86;2.11;18.31;76.94;4.79;2.11;100.83;;;;;;;;;
2012;4;18;27.98;29.63;1.83;18.01;76.94;4.88;2.38;100.83;;;;;;;;;
2012;4;19;27.35;28.45;0.77;18.19;80.25;4.51;2.12;100.79;;;;;;;;;
2012;4;20;27.83;29.51;2.82;18.37;78.88;4.14;2.35;100.73;;;;;;;;;
2012;4;21;27.6;28.66;10.03;18.98;82.31;3.66;-999;100.77;;;;;;;;;
2012;4;22;27.72;28.94;2.7;18.68;80.75;3.13;1.86;100.88;;;;;;;;;
2012;4;23;27.48;28.81;8.38;18.62;81.5;3.72;2.2;100.88;;;;;;;;;
2012;4;24;26.95;28.19;20.94;19.1;86;4.65;1.65;100.81;;;;;;;;;
2012;4;25;27.64;28.54;16.01;19.53;84.56;5.92;2.42;100.73;;;;;;;;;
2012;4;26;28.36;28.44;1.24;20.02;83.19;5;2.01;100.67;;;;;;;;;
2012;4;27;27.93;28.53;2;19.35;82.44;4.14;1.16;100.77;;;;;;;;;
2012;4;28;27.94;28.43;1.26;19.23;81.75;3.88;2.42;100.76;;;;;;;;;
2012;4;29;27.9;28.78;0.57;18.86;80.56;2.72;1.49;100.8;;;;;;;;;
2012;4;30;28.08;28.86;0.76;19.29;81.31;4.52;2.67;100.69;;;;;;;;;
2012;5;1;28.07;28.48;9.39;19.65;82.81;4.64;1.77;100.64;;;;;;;;;
2012;5;2;27.77;28.08;11.98;19.71;84.75;5.29;2.09;100.73;;;;;;;;;
2012;5;3;27.83;28.15;10.6;20.02;85.75;4.46;2.29;100.73;;;;;;;;;
2012;5;4;27.52;27.84;11.94;20.26;88.19;5.12;-999;100.74;;;;;;;;;
2012;5;5;27.35;28.18;10.71;19.71;86.75;3.78;1.98;100.8;;;;;;;;;
2012;5;6;27.49;28.39;9.66;18.74;82;2.45;2.14;100.87;;;;;;;;;
2012;5;7;27.32;28.38;9.75;18.8;82.88;2.84;1.59;100.87;;;;;;;;;
2012;5;8;27.67;28.73;3.23;19.1;82.5;4.15;2.54;100.82;;;;;;;;;
2012;5;9;27.98;28.62;7.45;19.59;83.25;4.77;2.3;100.71;;;;;;;;;
2012;5;10;28.46;29.04;9.74;20.2;83.31;4.46;2.52;100.61;;;;;;;;;
2012;5;11;28.83;29.13;4.78;20.39;82.44;4.73;2.56;100.65;;;;;;;;;
2012;5;12;28.08;28.57;9.88;20.51;86.44;5.12;2.34;100.69;;;;;;;;;
2012;5;13;28.9;28.9;7.31;19.1;77.19;3.12;2.55;100.63;;;;;;;;;
2012;5;14;28.67;29.21;4.88;18.74;76.69;3.56;2.23;100.71;;;;;;;;;
2012;5;15;28.83;29.37;3.6;19.78;80.25;3.74;2.56;100.72;;;;;;;;;
2012;5;16;28.75;29.3;15.06;20.2;82.12;5.59;2.66;100.66;;;;;;;;;
2012;5;17;28.96;29.73;9.68;20.51;82.19;4.9;2.67;100.58;;;;;;;;;
2012;5;18;28.51;29.27;18.44;20.39;83.75;4.66;2.48;100.54;;;;;;;;;
2012;5;19;28.75;29.36;28.64;20.08;81.44;4.73;2.44;100.57;;;;;;;;;
2012;5;20;27.63;28.56;19.26;19.84;85.81;2.95;1.12;100.79;;;;;;;;;
2012;5;21;27.77;28.88;2.53;19.17;82.44;3.21;2.45;100.89;;;;;;;;;
2012;5;22;28.4;29.32;1.71;19.96;82.62;3.61;2.48;100.78;;;;;;;;;
2012;5;23;28.9;29.71;1.15;19.96;80.19;2.67;2.56;100.78;;;;;;;;;
2012;5;24;29.31;29.97;2.47;20.39;80.25;3.12;2.55;100.79;;;;;;;;;
2012;5;25;29.47;29.63;3.7;20.57;80.25;3.64;1.5;100.77;;;;;;;;;
2012;5;26;28.18;29.12;1.62;20.26;84.81;3.66;2.2;100.77;;;;;;;;;
2012;5;27;29.08;29.66;0.95;20.32;81.06;3.84;2.66;100.67;;;;;;;;;
2012;5;28;29.65;29.54;1.29;20.94;80.75;4.04;1.98;100.61;;;;;;;;;
2012;5;29;29.48;29.55;1.1;21.06;81.94;4.07;2.41;100.61;;;;;;;;;
2012;5;30;29.12;29.07;2.01;19.96;79.31;3.49;1.95;100.69;;;;;;;;;
2012;5;31;29.27;29.64;1.94;19.96;78.88;2.65;2.48;100.75;;;;;;;;;
2012;6;1;29.47;29.8;5.72;20.26;79;2.68;2.25;100.84;;;;;;;;;
2012;6;2;29.6;29.9;6.6;20.57;79.5;2.52;2.52;100.81;;;;;;;;;
2012;6;3;29.26;30.16;4.82;19.96;78.81;4.19;2.43;100.81;;;;;;;;;
2012;6;4;29.64;30.34;2.69;20.26;78.19;4.34;2.61;100.69;;;;;;;;;
2012;6;5;29.62;30.29;1.27;19.84;76.88;4.59;2.56;100.62;;;;;;;;;
2012;6;6;29.8;30.35;2.6;20.39;78.19;4.33;2.63;100.67;;;;;;;;;
2012;6;7;30.12;30.52;1.89;20.63;77.5;3.99;2.62;100.63;;;;;;;;;
2012;6;8;29.57;29.92;1.08;20.51;79.25;3.23;1.37;100.56;;;;;;;;;
2012;6;9;29.42;29.77;2.09;20.57;80.12;4;2.27;100.6;;;;;;;;;
2012;6;10;28.63;29.15;2.38;20.45;83.44;5.53;2.52;100.61;;;;;;;;;
2012;6;11;28.28;28.69;3.97;20.51;85.38;6.06;2.27;100.58;;;;;;;;;
2012;6;12;28.01;28.48;5.28;19.59;83.06;3.26;1.69;100.64;;;;;;;;;
2012;6;13;27.68;28.58;4.99;19.47;84.12;3.89;1.65;100.78;;;;;;;;;
2012;6;14;28.08;28.82;6.53;19.96;84.19;3.84;2.06;100.81;;;;;;;;;
2012;6;15;28.44;29.21;6.4;19.35;80.25;4.6;2.61;100.78;;;;;;;;;
2012;6;16;28.08;28.85;4.42;19.47;82.12;4.62;1.78;100.85;;;;;;;;;
2012;6;17;28.19;29.55;1.29;17.64;74.31;2.59;1.92;100.91;;;;;;;;;
2012;6;18;28.87;30.32;0.59;17.82;72;2.86;2.55;100.87;;;;;;;;;
2012;6;19;28.95;30.01;1.21;20.02;80.38;3.57;2.68;100.81;;;;;;;;;
2012;6;20;29.54;30.45;3.45;20.39;79.19;4.15;2.61;100.74;;;;;;;;;
2012;6;21;29.54;29.83;6.13;20.51;79.5;4.26;2.28;100.71;;;;;;;;;
2012;6;22;28.72;29.85;3.42;19.29;78.5;3.17;2.66;100.87;;;;;;;;;
2012;6;23;28.87;29.62;3.3;19.9;80.31;3.44;2.39;100.92;;;;;;;;;
2012;6;24;29.15;29.8;4.99;20.2;80.38;4.21;2.21;100.91;;;;;;;;;
2012;6;25;28.49;29.16;2.26;19.29;79.56;3.65;2.08;100.87;;;;;;;;;
2012;6;26;27.71;29;2.64;19.17;82.69;2.4;1.07;100.96;;;;;;;;;
2012;6;27;28.37;29.26;1.6;18.98;78.94;2.77;2.39;101.01;;;;;;;;;
2012;6;28;29.03;29.39;2.99;19.47;78.12;5.12;2.18;100.97;;;;;;;;;
2012;6;29;28.3;28.79;1.31;19.23;80.19;6.85;2.35;100.77;;;;;;;;;
2012;6;30;28.23;28.5;2.47;18.86;79;4.45;1.86;100.78;;;;;;;;;
2012;7;1;28.36;28.79;1.52;19.23;79.94;4.81;1.85;100.87;;;;;;;;;
2012;7;2;28.65;29.31;0.84;19.65;80.31;5.95;2.84;100.72;;;;;;;;;
2012;7;3;28.91;29.18;1.96;19.59;78.81;6.22;2.33;100.6;;;;;;;;;
2012;7;4;28.12;28.73;3.12;19.71;83.06;5.31;1.71;100.65;;;;;;;;;
2012;7;5;27.65;28.32;3.99;19.53;84.44;5.06;2.09;100.63;;;;;;;;;
2012;7;6;27.59;28.32;1.88;19.78;85.62;4.48;1.96;100.66;;;;;;;;;
2012;7;7;28.22;28.8;2.66;19.29;80.94;4.09;2.51;100.73;;;;;;;;;
2012;7;8;28.4;28.95;0.85;19.71;81.56;5.66;2.62;100.68;;;;;;;;;
2012;7;9;28.78;29.17;0.77;20.08;81.44;4.71;2.63;100.6;;;;;;;;;
2012;7;10;28.85;29.19;1.67;20.26;81.81;4;2.23;100.59;;;;;;;;;
2012;7;11;28.75;29.43;1.06;19.78;80.38;5.24;1.87;100.58;;;;;;;;;
2012;7;12;28.64;29.3;1.84;19.53;80.06;4.74;2.1;100.66;;;;;;;;;
2012;7;13;27.93;28.69;3.26;19.17;81.75;4.31;2.18;100.8;;;;;;;;;
2012;7;14;28.12;28.96;1.19;19.17;81;3.84;2.49;100.86;;;;;;;;;
2012;7;15;28.82;29.48;0.07;20.02;81.19;4.23;2.62;100.86;;;;;;;;;
2012;7;16;28.76;29.3;0.02;20.14;81.75;5.05;2.54;100.71;;;;;;;;;
2012;7;17;29.1;29.59;0.04;19.84;79.06;4.27;2.6;100.71;;;;;;;;;
2012;7;18;28.97;29.3;0.08;20.08;80.75;5.38;2.05;100.77;;;;;;;;;
2012;7;19;28.62;29.01;0.47;20.14;82.25;5.23;2.57;100.74;;;;;;;;;
2012;7;20;28.34;28.9;4.33;20.02;83.12;5.2;2.22;100.65;;;;;;;;;
2012;7;21;27.7;28.42;3.33;19.29;83.19;3.59;2.05;100.78;;;;;;;;;
2012;7;22;28.8;29.27;1.61;19.71;80;3.38;2.59;100.8;;;;;;;;;
2012;7;23;29.08;29.6;1.37;20.32;81.19;5.48;2.59;100.83;;;;;;;;;
2012;7;24;28.6;29.23;1.07;20.26;82.94;5.41;2.29;100.9;;;;;;;;;
2012;7;25;28.88;29.57;0.32;19.9;80.38;4.05;2.55;100.82;;;;;;;;;
2012;7;26;29.37;29.69;0.41;20.39;79.88;5.71;2.77;100.65;;;;;;;;;
2012;7;27;29.06;29.75;0.1;19.84;79.25;6.22;2.61;100.6;;;;;;;;;
2012;7;28;28.79;29.41;0.9;19.59;79.44;5.71;2.38;100.69;;;;;;;;;
2012;7;29;28.01;28.77;10.28;19.35;82.19;3.73;1.65;100.8;;;;;;;;;
2012;7;30;28.52;29.09;15.86;19.9;82;4.55;1.84;100.8;;;;;;;;;
2012;7;31;27.87;28.64;5.76;19.65;83.94;4.16;1.49;100.93;;;;;;;;;
2012;8;1;28.23;28.91;7.44;19.53;81.69;3.29;2.5;100.87;;;;;;;;;
2012;8;2;28.08;28.77;7.66;19.9;83.94;3.84;2.36;100.81;;;;;;;;;
2012;8;3;27.74;28.54;9.68;19.59;84.25;4.27;2.02;100.81;;;;;;;;;
2012;8;4;28.58;29.15;1.63;19.41;79.56;6.2;2.55;100.77;;;;;;;;;
